,customerId,products
36732,21815,"160,53,106,160,58,53,70,160,297,106"
36733,3919,"49,39,37"
36734,21545,"200,266,13,276"
36735,12123,"78,78,201,211"
36736,21818,"246,246,246,270"
36737,3936,"89,95,95,95,194,158"
36738,16225,"264,63,63,63"
36739,12133,"43,65,65"
36740,12134,"131,89"
36741,13629,218
36742,21795,"23,23,23,134,72,32,179"
36743,5438,"248,248,248"
36744,21823,204
36745,8055,"211,276"
36746,10362,199
36747,16253,"186,224,86"
36748,3968,21
36749,3969,"45,22"
36750,3973,139
36751,16269,"70,70,32,32"
36752,3988,"13,13,13,10"
36753,20389,125
36754,21831,"229,229"
36755,8103,"151,40,19,17,15,19,13,16,87,17"
36756,4014,"70,70"
36757,8113,"16,192,192,228,26,20"
36758,4024,"70,70,72,72,245,151"
36759,16314,"12,127"
36760,4039,"96,159"
36761,4045,63
36762,4046,"226,12,186,86,30"
36763,17742,"153,211,63,63,63"
36764,12251,76
36765,20447,"40,87"
36766,4065,"76,76,183"
36767,4071,"87,204,191,191,191,70,228"
36768,8169,"66,15,23"
36769,8170,"7,7,47,47,155,165"
36770,8172,"24,12,17"
36771,8176,"135,17"
36772,16371,123
36773,4084,"70,70"
36774,9557,"66,154"
36775,20480,146
36776,2050,"72,72,72"
36777,2055,72
36778,8194,"70,70"
36779,12302,111
36780,15,"36,36,57,203,2"
36781,22190,"70,70"
36782,18449,"7,7,279,279"
36783,18687,"72,72,72,245"
36784,6163,179
36785,18455,"15,15,6,193"
36786,12318,"218,218,159,2,21"
36787,16416,267
36788,8226,245
36789,20517,245
36790,16391,159
36791,690,"234,204"
36792,41,204
36793,12334,98
36794,18480,"65,76,76,40,157,209,209"
36795,2102,68
36796,2105,"15,15,15"
36797,9909,180
36798,10309,"249,249,249"
36799,70,3
36800,2121,125
36801,14416,"13,76,76,67"
36802,22201,"70,70,70"
36803,2131,298
36804,90,"66,173,245,22,136,79,199,26"
36805,1724,16
36806,101,"283,28,28"
36807,12390,"260,184,184,63,63"
36808,4206,"67,136"
36809,111,"156,144,144"
36810,22206,"70,70,245"
36811,12401,"135,135,244"
36812,22100,"70,70,16"
36813,5823,150
36814,4216,233
36815,123,"70,245"
36816,6268,"70,70"
36817,8319,245
36818,12424,157
36819,141,159
36820,22212,"34,34"
36821,12438,"65,267,267,144,6,45,45,158,125"
36822,6295,"16,16,16"
36823,20632,"26,78,66"
36824,154,"19,19,19,58,58,58,68"
36825,980,"280,280,50,70,70"
36826,158,"15,139,139,233"
36827,21147,"70,70"
36828,620,"21,228,22"
36829,20646,"83,83"
36830,167,"209,209"
36831,21874,"76,76"
36832,22170,"125,7,7,7,76"
36833,6315,"70,70"
36834,16560,"71,117"
36835,10419,21
36836,18613,"70,70"
36837,2762,"247,285,245,76,76"
36838,185,"117,15,137"
36839,2235,"42,42,42,193,74"
36840,4288,"17,56"
36841,4289,"107,72,72,72,262,45,105,105,100"
36842,12482,"169,199,209,159"
36843,20075,169
36844,196,26
36845,199,"22,70,70,157"
36846,16584,"72,72,72"
36847,22221,226
36848,16590,"281,161"
36849,22222,139
36850,12283,2
36851,18643,"145,145"
36852,22224,183
36853,2269,238
36854,18657,"50,191,191,280,268,28"
36855,229,"151,65,65,79,79,89,89,70"
36856,4326,"70,70"
36857,4331,"12,108"
36858,238,"40,159,15,15,179,179"
36859,2293,169
36860,2299,"24,24,42,42"
36861,20732,95
36862,12543,"194,194"
36863,6401,"99,179,248,248,248"
36864,8450,68
36865,10500,179
36866,46,"42,42"
36867,14610,161
36868,20528,66
36869,20765,21
36870,2779,"43,243,124,124,179,30,67,201,66,30"
36871,288,95
36872,6434,21
36873,15112,34
36874,8486,245
36875,295,57
36876,12585,"86,186,194"
36877,12590,"10,137,136"
36878,16688,196
36879,11877,62
36880,10551,"245,72,72,72"
36881,15969,77
36882,2364,"72,72,58,209"
36883,10558,67
36884,320,"36,36,36,149,31,171,171"
36885,10561,"139,151,71,91,91"
36886,12610,"86,86,63,63,224,188,224,188,117,86"
36887,325,"3,3,77"
36888,6471,"72,72,72,91,91"
36889,14050,"86,86,86"
36890,12619,"245,42,42,42"
36891,14876,"70,70"
36892,17129,"120,121,54,211,87"
36893,336,"119,119,119,90,136,136"
36894,338,"245,245,72,72,72,65,209"
36895,340,153
36896,2389,41
36897,22176,"76,76,22,72"
36898,20835,"70,70"
36899,2411,"280,280,280,50,191"
36900,8556,182
36901,4462,"250,250,208,208,208"
36902,4500,"120,120,54,54"
36903,13375,"76,76,76"
36904,4471,"209,208,208,208"
36905,16762,"2,241,183"
36906,3696,117
36907,2431,"280,71,6"
36908,4484,"10,101,101"
36909,20870,"148,22,70,70"
36910,10631,"21,147,207,245,14,70"
36911,10632,"41,15,21,21,62,207"
36912,398,"24,24,12,30,30,108,267"
36913,1433,"125,121"
36914,404,"137,137,137"
36915,8599,"98,84,84,85,85,3,89,89,89"
36916,18844,17
36917,413,22
36918,12711,"81,81,99"
36919,14762,"70,70"
36920,10669,"70,70"
36921,20911,"275,275,4,4,4,245"
36922,6578,"159,91,245"
36923,22179,"193,264,117,15"
36924,2491,"209,245"
36925,13561,"91,91,91"
36926,452,"45,36,9,112"
36927,2504,"135,245,224"
36928,457,"245,66"
36929,6904,"72,72,72,284,4,245"
36930,20942,"76,76,72,72,72,139,209,209,209"
36931,20943,154
36932,18898,"66,66"
36933,18906,"70,70"
36934,475,"85,157,227,15,15,18,51"
36935,476,"151,151,241,209"
36936,6622,106
36937,6623,"72,72"
36938,4580,202
36939,6567,70
36940,16873,"12,12,108,108,108,24,24,30,24,22"
36941,1789,101
36942,18930,"236,236,236"
36943,6643,"96,229,201,114,267"
36944,507,70
36945,2559,"70,70"
36946,514,"22,21"
36947,4486,"297,297,15"
36948,22195,"76,76,72,72,72"
36949,525,"209,209,209"
36950,529,"12,245"
36951,22182,"97,216,9,151,49,159,159"
36952,12819,155
36953,8727,"70,70"
36954,536,"98,98"
36955,6917,"205,19,19,163,163"
36956,10780,"121,121,179,236"
36957,6685,193
36958,543,"43,78,179"
36959,6694,"70,53,61"
36960,8746,"159,100"
36961,14899,234
36962,3167,"245,112"
36963,2615,"40,40"
36964,4669,"122,122,179"
36965,1803,"159,268,24,98,98,30"
36966,4674,"274,50,153,79"
36967,13250,"185,185,185"
36968,4679,53
36969,2638,"72,72,62"
36970,2641,245
36971,4691,"72,72,141"
36972,4701,"299,72,72"
36973,19039,"16,70,70"
36974,2658,"48,22,151"
36975,2661,"178,178"
36976,6758,"245,86,86,186,186"
36977,2675,"91,91"
36978,1812,"208,208,72,72"
36979,8821,"76,76"
36980,6592,70
36981,2685,"3,236,236"
36982,6934,63
36983,2693,"255,3,3,3"
36984,649,"245,72,72,72"
36985,4205,188
36986,12941,212
36987,13422,275
36988,17041,32
36989,1523,117
36990,2500,"66,66,177,6"
36991,4759,"145,273,151,180"
36992,2713,274
36993,6820,"66,157"
36994,8873,"92,92"
36995,2732,"244,244,244,21,68"
36996,2138,"70,17,17,17,72"
36997,4794,21
36998,6845,159
36999,2752,"76,76"
37000,6851,193
37001,4807,3
37002,714,"245,250,250"
37003,715,"192,192,146"
37004,17107,99
37005,6607,279
37006,2821,"179,40,87"
37007,22210,"21,151,74"
37008,1730,"66,246,246,159,243,15,245"
37009,735,"280,20,15,70,2,191,191,3,50"
37010,10979,98
37011,2789,"15,10"
37012,6889,"248,248,70,70"
37013,4845,"22,121,121"
37014,13038,"72,86,72,188,224,186,72,188,186,86"
37015,19183,6
37016,6896,"70,158"
37017,1833,"67,67"
37018,4851,"72,72,72"
37019,6955,"72,72,72"
37020,6912,"220,262"
37021,2823,"209,209"
37022,22122,66
37023,2827,"61,26,71,114,157,65,65"
37024,18904,"199,199,66"
37025,6925,"63,192,275"
37026,21276,"9,49,264"
37027,797,"93,93,67,13,13"
37028,6942,"150,15"
37029,805,"215,215"
37030,809,"136,136,18,15,48"
37031,11050,245
37032,811,84
37033,11055,"70,91,91"
37034,820,"50,50,50,15"
37035,1845,16
37036,17211,15
37037,6975,"22,65,65,267,63"
37038,21321,72
37039,13131,245
37040,2190,"117,68,70,70"
37041,849,"70,70"
37042,6994,"226,71,26"
37043,21331,"63,63,139,173,68,245"
37044,11092,"16,222,222,148,149,50,191"
37045,857,242
37046,22193,"2,2"
37047,9057,"72,72,72,157,299"
37048,15202,137
37049,2915,199
37050,4964,"275,41,41"
37051,2918,139
37052,4974,"6,6"
37053,15215,"89,245"
37054,880,"119,119,119"
37055,881,"258,6"
37056,21993,"24,134,134,108,234,234,22,30,12,159"
37057,17011,"15,72"
37058,1667,"209,209,209"
37059,22194,"186,186,86,86,204"
37060,21377,91
37061,2946,"23,23"
37062,2947,"42,42,42,40,40,15,224,224,63"
37063,900,3
37064,2200,106
37065,9103,"72,72"
37066,5009,"248,248,248,76,76"
37067,21395,157
37068,11162,159
37069,20763,"70,70"
37070,3568,"9,9,9,45,45,49,49,262"
37071,927,"209,264"
37072,9124,"72,12,72,22,72,86,4,30,19,114"
37073,9126,245
37074,16882,"41,41,245,72,53,53"
37075,9131,"186,186,186,86,86,86"
37076,940,"15,15"
37077,942,159
37078,305,"98,51"
37079,10057,"144,144"
37080,5620,"72,72"
37081,952,22
37082,3573,"65,65,65,245"
37083,4939,5
37084,961,"30,153,12,125,125"
37085,13257,"72,196"
37086,3021,"70,70"
37087,3023,"95,71"
37088,11219,"65,65,68,68,68"
37089,10404,"102,201,236,236,234,65,128,128"
37090,15323,"85,85"
37091,11233,"160,68,117"
37092,7139,"66,208,208,208,205,205,205"
37093,1057,66
37094,3049,"76,76"
37095,13292,298
37096,21980,"91,91"
37097,6654,"26,36,233"
37098,3063,"166,166"
37099,15352,"12,30"
37100,13308,"76,76,76"
37101,1195,"163,48,234"
37102,21503,"63,22"
37103,5633,"100,77"
37104,13316,250
37105,5125,"70,70,209"
37106,1030,245
37107,7175,245
37108,1032,153
37109,7177,"97,21,17,211,24,12,248,108,18,30"
37110,3082,"236,236"
37111,5136,"194,194,194,233"
37112,9237,"137,26,21"
37113,7200,"70,70"
37114,13345,"193,13,13,50,50,50,189,57"
37115,9250,"36,111,111,111"
37116,5155,"245,49,15,37,9"
37117,5159,"133,133,133"
37118,1068,95
37119,19295,"50,50,10,15"
37120,7224,"92,92,169,169,56,248,248,248"
37121,1084,"137,234,212"
37122,22027,"91,91"
37123,1087,70
37124,11333,228
37125,13382,"245,12,12,70,24,24,67"
37126,5194,"209,209,209,204,245"
37127,9297,"15,15"
37128,13397,"91,91,91,76,76,76"
37129,1551,"209,209,245,72,72,72"
37130,1116,26
37131,1117,"253,253,246,161,273,19,19,273,158,158"
37132,9311,"76,76,247,218,163,267,280,16"
37133,5649,"234,209"
37134,1554,"194,105,15"
37135,5226,27
37136,21614,"11,11,295,68"
37137,1136,156
37138,3186,"139,53,63"
37139,1139,"254,254,246,246"
37140,13430,"224,224,105"
37141,9335,"211,275,18"
37142,192,245
37143,3202,"65,65,17,179,82"
37144,17943,274
37145,9354,"76,76"
37146,22040,"248,70,70"
37147,6109,"226,226"
37148,21646,"40,40,151"
37149,1181,"245,70"
37150,5279,70
37151,11770,"19,19"
37152,19621,"91,91,76,76"
37153,22204,"179,121,121,121"
37154,5289,"76,76"
37155,21675,"58,58"
37156,1201,"78,105,105,66"
37157,13855,"30,199,211,41,41,12,12,108,108"
37158,1208,"72,72,72"
37159,15554,"78,23,72,72,72,196,179,76"
37160,1222,34
37161,9415,163
37162,15561,"24,124,9,262,280,91,15,91,177,50"
37163,17610,210
37164,1227,"98,62"
37165,7376,228
37166,3282,22
37167,13529,"245,220,220"
37168,7386,"85,245,3"
37169,21723,245
37170,9436,"17,233,60"
37171,1248,"72,72,72"
37172,15586,"13,13"
37173,1262,"182,76,76,135,135,135"
37174,5362,"2,100"
37175,9461,203
37176,5674,58
37177,5369,123
37178,9466,"76,91"
37179,9468,"92,92,189,234,63,71,71,139"
37180,15615,193
37181,897,"299,299"
37182,19715,246
37183,1284,"153,209,72,245"
37184,21766,"70,70"
37185,22062,"276,234,270"
37186,1297,"89,51,43,70"
37187,13587,"70,70"
37188,20356,"169,70"
37189,1301,"42,42,42"
37190,22063,"85,85,238"
37191,15639,"70,66,245"
37192,1307,72
37193,22208,"76,76"
37194,9503,"13,158"
37195,20776,245
37196,1324,"173,106,38"
37197,22004,199
37198,5428,"86,76"
37199,5433,98
37200,13626,"70,70"
37201,15935,"85,85"
37202,1343,54
37203,19780,"76,76"
37204,6711,16
37205,1250,71
37206,5457,6
37207,15699,"87,234,76"
37208,11151,111
37209,3419,85
37210,15709,"76,76,157"
37211,1374,10
37212,15714,"245,70"
37213,3428,"70,70"
37214,1382,"192,70,70"
37215,5480,125
37216,3438,"107,244"
37217,15664,70
37218,9588,"48,22,64"
37219,9791,"245,62"
37220,15740,"91,91,91"
37221,5501,"85,85"
37222,9606,"194,194,87,153"
37223,5514,"66,66,66"
37224,7570,"189,280,280,208,184,205"
37225,5527,"254,254,254"
37226,11673,18
37227,11675,13
37228,3486,"236,89,89,89"
37229,8112,"4,4,221,221,221,177"
37230,5540,"145,145"
37231,19883,"91,91"
37232,1454,174
37233,21937,"160,160,160,19,19,19,42"
37234,13748,"248,248,248,72,72,72"
37235,3510,137
37236,1610,234
37237,1475,70
37238,19909,"236,236,183"
37239,15394,"54,54,120,120,179,179"
37240,15818,"72,72,72"
37241,3533,2
37242,1495,148
37243,13786,"71,139,139"
37244,3547,"71,26,26,63,269"
37245,3664,"17,2,54,54,82,82,43"
37246,11743,110
37247,13801,60
37248,21994,"76,76"
37249,21995,"16,149,110"
37250,21996,2
37251,22099,"50,50,280,280"
37252,7663,"13,145,243"
37253,1520,"45,50,50,170,170"
37254,22002,259
37255,22003,"226,123"
37256,22005,"66,66,70"
37257,22008,"12,199"
37258,22009,"90,106,15"
37259,15866,"216,216"
37260,22011,"66,66,66,129,215"
37261,22015,"22,194,194,106"
37262,22016,"25,25"
37263,22018,65
37264,22019,"76,76"
37265,22023,"65,65"
37266,15881,"72,72,72,66"
37267,22026,"66,66"
37268,15960,259
37269,22029,"245,65"
37270,22030,"66,66,66"
37271,22031,"65,65,65,216,54,54,54,139,139"
37272,22032,"233,76,76,223,123,158"
37273,22033,"26,26"
37274,22034,"5,151,147,173,13,13,39,236,240,13"
37275,22036,"70,70"
37276,22038,63
37277,17944,"40,26"
37278,22041,"26,36"
37279,22044,"72,16,248,248,248,153"
37280,22045,"131,131,131,41,41,41"
37281,22046,"248,248"
37282,22049,"247,247"
37283,22050,"16,2"
37284,22051,"46,87,151,283,46,43,85,43,62,283"
37285,22053,"76,76,4,4,236,40,40"
37286,22054,"205,205,205"
37287,22055,"14,193"
37288,22056,"252,83,245,177"
37289,22057,"186,186,186,86,86,86,264,252"
37290,22058,"134,46,2,85,141"
37291,22060,"72,72,72"
37292,1582,"159,50,26,245"
37293,5679,"70,70"
37294,22064,"153,12,66,188,30,24,86,30,72,32"
37295,22065,"50,280,280,3,3"
37296,22066,"70,70"
37297,22067,"70,70"
37298,22068,"58,58,30,30,108,115,66,66"
37299,22069,"2,134,45,100"
37300,22070,"66,66"
37301,22071,"21,21"
37302,22073,"10,32,32,177,177,140,140,141"
37303,22075,"300,66,43"
37304,22076,"291,291,72,72"
37305,22077,"229,252"
37306,22078,"205,205"
37307,22080,"159,81,159,124,159,93,41,267,93,41"
37308,22082,"21,60"
37309,22084,179
37310,22085,"64,140"
37311,22086,"196,15"
37312,22087,"14,14,66,66"
37313,22089,273
37314,22090,177
37315,22091,"177,41,160,70,70,31"
37316,22092,"245,72,13,76,76,209"
37317,22093,"44,44,46,46,245,256,53"
37318,22094,245
37319,22095,"76,76"
37320,22096,"123,72,72,72"
37321,22097,"72,72,72"
37322,22098,"260,260,41,41,68,63,63,157,65"
37323,9811,"91,91"
37324,1620,209
37325,22101,"137,264"
37326,22102,"117,76,76"
37327,22103,"267,40,40,40,163,163,264"
37328,22104,"248,248,248,151,179,179,179"
37329,22106,"30,297,12"
37330,22107,"186,63,63,68,117,117,71,139,177,71"
37331,22108,"211,245,209"
37332,22109,"252,70"
37333,22110,"10,278,278,278,85"
37334,22111,"72,72,72,17"
37335,22112,"85,66,78"
37336,22113,"70,191,191,15,151,50,50"
37337,22114,"123,156,223"
37338,22115,"76,76,72,72,72"
37339,22116,"159,223"
37340,22118,84
37341,22119,"76,76,76"
37342,22120,"58,58"
37343,22121,"83,72"
37344,1642,"43,43"
37345,22124,"121,179,43,43,32,241,2"
37346,22126,"70,70"
37347,22127,211
37348,1649,"86,186"
37349,15986,"182,182,267,223,223"
37350,22132,"283,46,17,43,44,121,17,46,72,44"
37351,22133,"72,72,72,65,65,65,91,91"
37352,1654,45
37353,22135,"86,16,76,76,186"
37354,22136,"13,264,220,12,12"
37355,22137,123
37356,22139,"161,85,85,245"
37357,22140,"216,147"
37358,22142,"66,66,211,21,93,150,137"
37359,22143,"15,34,34,72"
37360,22146,31
37361,22147,66
37362,22148,"70,70"
37363,22149,"169,117,189,71,71"
37364,5399,"199,149"
37365,22151,"157,54,54,169"
37366,22152,"270,184,255,96,16"
37367,22154,"27,178,178"
37368,22155,216
37369,22156,"58,21"
37370,22158,"53,72,72"
37371,5775,132
37372,5776,"86,86,86,186,186,22"
37373,22162,"72,72,66,157,91,66,91,157,157,66"
37374,1683,"37,195,49,9,9,37,49,195,195,39"
37375,22164,"92,92,245"
37376,22165,184
37377,20118,142
37378,22168,"22,70,70,264"
37379,22171,"85,85,284,284,284"
37380,22172,"92,92"
37381,22173,"70,70"
37382,22174,204
37383,16032,2
37384,22129,71
37385,22180,30
37386,22181,110
37387,9894,70
37388,22183,"15,15"
37389,5801,"50,50,50,151,151,3"
37390,22186,"186,186,86,86,188,188"
37391,19400,100
37392,22191,"114,177,66"
37393,1713,236
37394,22196,"27,27"
37395,22197,"53,53"
37396,22200,"29,132"
37397,22202,26
37398,20768,"186,186,186,21,85,188,188,70"
37399,22205,"70,70"
37400,1726,"121,121"
37401,22211,"226,226,184"
37402,14020,"67,70,70,39,13,49,80,62"
37403,22214,"12,24,108"
37404,1735,"16,16,16"
37405,11976,"76,76"
37406,4045,"70,70,2,2,2,171,255,18,87,87"
37407,1739,"194,194"
37408,1656,76
37409,2241,"245,65,65"
37410,1742,"228,137"
37411,22223,134
37412,20176,"89,186,186,186,86,86,86,39"
37413,1746,153
37414,22229,3
37415,5846,"96,70,70"
37416,5847,"41,16"
37417,3706,"280,264,22,224"
37418,22233,"85,85,85"
37419,1754,66
37420,22235,"72,72,72,91,91"
37421,22236,"72,72,72"
37422,22237,"55,55"
37423,5856,"72,72,68"
37424,22241,"70,70"
37425,7906,70
37426,16099,"215,215,215"
37427,6439,"245,70,70"
37428,4733,"10,46,259,291"
37429,5867,76
37430,296,"32,70,70"
37431,1780,"169,171,171,276,192,192"
37432,1783,209
37433,16139,"245,207,151,151"
37434,9996,211
37435,1809,144
37436,7955,"151,106,106,106"
37437,12052,125
37438,5765,"70,70"
37439,5858,"189,71"
37440,1821,"137,76,76"
37441,22150,"34,131"
37442,5922,"2,2,31,62"
37443,10021,"36,36,36,105,262"
37444,2668,"70,70"
37445,10026,"153,153"
37446,20274,160
37447,1844,10
37448,12085,"19,19,19,159,159"
37449,13224,"209,209,209"
37450,540,153
37451,10055,"40,204"
37452,8011,"236,236"
37453,1869,"21,6"
37454,1871,6
37455,22159,"53,53"
37456,3927,"76,76,245"
37457,5769,153
37458,1883,"80,39,39,49,7,9,9,66,66"
37459,5984,"12,12,12,244,179,15"
37460,1899,"35,35,35"
37461,18284,"179,179"
37462,8047,"70,70"
37463,318,"86,208,208,208,186,205,205,205"
37464,22166,66
37465,8065,"297,297"
37466,6019,13
37467,10117,66
37468,17047,208
37469,6023,"177,229"
37470,22218,245
37471,8075,"144,144,144"
37472,1936,"52,52"
37473,21491,"245,68,65"
37474,12182,147
37475,1975,"21,150"
37476,14235,"245,70,70"
37477,10142,"16,16,56"
37478,8097,"185,185,40"
37479,6053,"76,76,76"
37480,1958,"95,36,100,100"
37481,6055,112
37482,1963,"30,24"
37483,16302,70
37484,22175,"147,125"
37485,10172,"273,58"
37486,6078,"186,186,188,188,86,86,85,85,121"
37487,8796,"91,91,199,199"
37488,13303,146
37489,6087,"71,55,55,139,63,11,11"
37490,8136,"24,24,12,12"
37491,1994,"246,45"
37492,6091,"91,91"
37493,6094,"220,70,70"
37494,6098,"194,194,194"
37495,12243,"209,197"
37496,1636,"151,151"
37497,12246,"96,96"
37498,2009,"41,86,86,86"
37499,2013,"22,252"
37500,20446,"166,248,128,164,128,248,128,164,240,43"
37501,8160,"72,72,72"
37502,8161,16
37503,16362,"174,71"
37504,8172,15
37505,20465,"18,18,76"
37506,22185,"211,13,10"
37507,1023,266
37508,14799,106
37509,8191,245
37510,16384,245
37511,16515,137
37512,9559,"52,52"
37513,2055,85
37514,9314,"16,216"
37515,395,"193,86,86"
37516,12172,260
37517,22216,"50,90"
37518,1297,16
37519,919,"3,3,3,16"
37520,3103,"15,269,26"
37521,3752,"182,182,182,151"
37522,5419,"36,139"
37523,172,"180,179,107,22,97"
37524,14690,"151,245,24,24,77,77,255,108,108"
37525,18993,"219,219"
37526,819,"106,114"
37527,21684,"85,85"
37528,18230,16
37529,2743,226
37530,1601,"89,89,100"
37531,9927,"228,65,117,117,117,63,189"
37532,9544,"193,280,191"
37533,22217,217
37534,9200,"12,185,24,24"
37535,21710,"85,85"
37536,22227,"193,15,15,163"
37537,18516,"26,147,57,66,66,36,68,85,85"
37538,22230,"191,12,220,12,124,24,15,81,30,12"
37539,22231,"248,248,248"
37540,22232,"20,188,188"
37541,22234,240
37542,350,"136,269,276,276"
37543,5730,299
37544,12515,"276,2,244,244"
37545,4966,"189,68,3,63,66"
37546,103,3
37547,110,"179,179,52,149,149"
37548,5616,"48,48"
37549,17108,"48,261"
37550,117,"225,157,157,115"
37551,22264,"85,85"
37552,1403,"78,194,194"
37553,5256,"280,280,280"
37554,2195,236
37555,21766,"85,85"
37556,13826,"280,137,137,50,50,50"
37557,9,"178,178,36,188,164,164"
37558,22283,152
37559,15,"18,66,85"
37560,6928,"50,191"
37561,22,"243,243,199"
37562,2839,"191,191,189,208,77,64,201,201,205,53"
37563,17689,"177,250,250,250"
37564,286,204
37565,16420,89
37566,18219,"87,50,50"
37567,3295,"297,297"
37568,7739,186
37569,8255,89
37570,65,"26,26"
37571,5956,"123,51,137"
37572,4170,"12,16,30,30,24"
37573,1355,"186,219"
37574,355,"199,19"
37575,10847,"201,201,201"
37576,5728,"159,54,85,123,123,123,177,179"
37577,6119,236
37578,20327,"12,15,30,30,30"
37579,365,"289,183"
37580,11374,"85,85"
37581,18287,"248,248"
37582,4209,"14,14"
37583,11124,85
37584,6773,"232,135,135,182,182,65,65,232,63,4"
37585,17527,"50,50,15,186,191,191,280,280"
37586,8298,66
37587,3222,"217,10"
37588,6275,"65,177,153,85,245,245,157,70,159"
37589,6789,"85,85"
37590,10263,186
37591,10887,98
37592,395,"193,186"
37593,8844,98
37594,1936,16
37595,919,"65,65,3,3,3"
37596,3230,"64,204,85,85"
37597,1265,"128,167,21,21,98"
37598,1703,"50,50,50"
37599,938,"17,273,273"
37600,2221,"92,92"
37601,4074,"68,139,63,71"
37602,9666,"85,85"
37603,1227,"191,50"
37604,1740,"24,275,30,12,12,179"
37605,22282,66
37606,3023,"92,92,71,71,71,117,16"
37607,2002,60
37608,4564,"234,167,13"
37609,17625,"261,45,256,48"
37610,3291,194
37611,13791,"3,86,86"
37612,22240,"205,205,205,211,121,121,121"
37613,8417,"43,30,30,108,12,12,12,2,2,151"
37614,22242,"54,54,54,31"
37615,22243,"86,191,186,50"
37616,22244,"267,280,280,280,209"
37617,22245,"188,86,86"
37618,22246,"85,85"
37619,22247,"140,43"
37620,22249,"280,72"
37621,10730,"278,159,159,255,255"
37622,6379,"85,85"
37623,6637,"188,188,81,124,191"
37624,12014,"3,145"
37625,22259,"91,91,91,92,92"
37626,22260,"211,121,121"
37627,4853,"110,185,185,185"
37628,3830,"13,151,188,188,188,280,280,50,50"
37629,3066,"85,85"
37630,4859,"85,85"
37631,1110,"85,85"
37632,2055,66
37633,6920,"50,191,9"
37634,2827,"199,122,122"
37635,16515,137
37636,1295,"63,262,262,204,137,139,36"
37637,3972,132
37638,1816,"3,50"
37639,7456,63
37640,15910,264
37641,2343,"118,118,118,17,228"
37642,5179,"163,163"
37643,1163,50
37644,20032,"163,163"
37645,5186,209
37646,11333,"120,120,120"
37647,327,"261,204"
37648,2633,220
37649,17739,98
37650,9296,"85,85"
37651,16467,"208,211"
37652,2138,"297,242,242"
37653,15196,"50,191"
37654,5981,"85,297"
37655,3684,"6,16,231"
37656,20327,15
37657,10346,"13,13,143,143,143,70,70,70"
37658,18287,20
37659,3774,"85,85"
37660,881,"191,191"
37661,1654,"50,280"
37662,120,"191,50"
37663,1404,"217,22"
37664,3203,"2,2,63"
37665,22254,"41,85,45,199,199"
37666,3211,"85,85"
37667,398,"189,63"
37668,5263,"248,248,3"
37669,919,"280,280"
37670,411,216
37671,5191,"85,85"
37672,4767,"191,204,50,280,161"
37673,8864,193
37674,12449,"186,211,81,85,85,289,123,99"
37675,16038,"242,242,242"
37676,432,"280,280,204"
37677,5554,"57,57"
37678,1277,98
37679,2743,3
37680,1208,"4,4,164"
37681,6176,"85,85"
37682,16063,"280,280,86,86"
37683,2241,"139,42,42,42,69,69,69"
37684,8393,226
37685,714,"85,85"
37686,14032,"146,16,163,290,204"
37687,4074,"85,85,188,188,188"
37688,4821,50
37689,12510,"211,270,137,15"
37690,10465,"17,58,141,43,28,28,28"
37691,166,"16,137"
37692,22251,228
37693,12014,269
37694,2839,26
37695,22262,"191,191,191,50"
37696,22263,"184,42"
37697,4863,"42,42,42"
37698,22274,79
37699,22275,"30,30,24,24,40,12,12,87,108,108"
37700,22276,"224,188"
37701,7301,"66,66,125,125"
37702,22278,"275,275,211,85,85,16"
37703,22279,"120,120,120,54,54,54"
37704,21122,"43,43,66,66"
37705,6281,"3,2,58"
37706,6670,"270,120,120,120"
37707,22280,267
37708,22290,"54,54,120,120"
37709,147,280
37710,1391,"242,242,242,102"
37711,1816,"86,86,86"
37712,22277,"157,65"
37713,10139,"151,127"
37714,1392,"171,171,117,153"
37715,285,"72,72"
37716,4638,"153,54,54,54,120"
37717,18341,"96,106,106"
37718,16038,"128,232"
37719,428,"13,54,120,112,24,54,146,120,54,120"
37720,8877,"241,66"
37721,175,"63,136"
37722,4656,"26,26"
37723,9,252
37724,9055,"56,56"
37725,2743,144
37726,20411,"186,186,120,120,120,90"
37727,15678,"70,70,66,66"
37728,12868,"40,26"
37729,12231,"150,125"
37730,6474,96
37731,1739,"241,42,42,42"
37732,3023,"95,21,54,54,54,120,120,120"
37733,4691,"38,38,38"
37734,17108,"120,120,120"
37735,9559,"111,111,49,54,54,54,9"
37736,22266,"31,15,15,179"
37737,5849,"125,36"
37738,6167,"54,54,54"
37739,22239,"57,215,215,211,211,211,64,185,185,185"
37740,2148,"120,120,54,54"
37741,4069,"201,9,2"
37742,2152,"40,40,40"
37743,4074,"54,54,54"
37744,11499,"13,13,13"
37745,2927,"158,63,63,63"
37746,13680,"30,98,108,13,137"
37747,1393,"193,193,22,79"
37748,9834,"54,54,54,120,120,120"
37749,22265,"179,179,120,159,120,121,54,121,159,151"
37750,5626,"189,71"
37751,2055,54
37752,2685,"6,107"
37753,22270,"31,201"
37754,22271,"248,248"
37755,22272,"2,2"
37756,22275,"248,248,248,120,120,120"
37757,19204,"71,171,63"
37758,6920,9
37759,9,"48,201,226,226"
37760,22286,278
37761,22287,"229,46,106,74"
37762,22288,151
37763,22289,"204,215,215,117"
37764,22291,"274,42,47,66"
37765,22292,"218,95"
37766,10263,256
37767,22296,66
